,Ticker,Company Name,Start date,Start date_for_index,End date,Fiscal Year,Fiscal Period,Revenue Growth,Net Operating Profit after Tax (NOPAT),NOPAT Margin,Invested Capital,Invested Capital Turnover,Increase / (Decrease) in Invested Capital,Free Cash Flow to Firm (FCFF),Net Nonoperating Expense (NNE),Net Nonoperating Obligations (NNO),Earnings before Interest and Taxes (EBIT),Total Depreciation and Amortization (D&A),"Earnings before Interest, Taxes, Depreciation and Amortization (EBITDA)",Capital Expenditures (CapEx),"Debt-free, Cash-free Net Working Capital (DFCFNWC)",Debt-free Net Working Capital (DFNWC),Net Working Capital (NWC),Total Debt,Total Long-Term Debt,Net Debt,Total Capital,Book Value per Share,Tangible Book Value per Share,Market Capitalization,Enterprise Value (EV),Price to Book Value (P/BV),Price to Tangible Book Value (P/TBV),Price to Revenue (P/Rev),Price to Earnings (P/E),Dividend Yield,Earnings Yield,Enterprise Value to Invested Capital (EV/IC),Enterprise Value to Revenue (EV/Rev),Enterprise Value to EBITDA (EV/EBITDA),Enterprise Value to EBIT (EV/EBIT),Enterprise Value to NOPAT (EV/NOPAT),Enterprise Value to Operating Cash Flow (EV/OCF),Enterprise Value to Free Cash Flow (EV/FCFF),EBITDA Growth,EBIT Growth,NOPAT Growth,Net Income Growth,EPS Growth,Operating Cash Flow Growth,Free Cash Flow Firm Growth,Invested Capital Growth,Revenue Q/Q Growth,EBITDA Q/Q Growth,EBIT Q/Q Growth,NOPAT Q/Q Growth,Net Income Q/Q Growth,EPS Q/Q Growth,Operating Cash Flow Q/Q Growth,Free Cash Flow Firm Q/Q Growth,Invested Capital Q/Q Growth,Gross Margin,EBITDA Margin,Operating Margin,EBIT Margin,Profit (Net Income) Margin,Cost of Revenue to Revenue,SG&A Expenses to Revenue,R&D to Revenue,Operating Expenses to Revenue,Tax Burden Percent,Interest Burden Percent,Effective Tax Rate,Asset Turnover,Accounts Receivable Turnover,Inventory Turnover,Fixed Asset Turnover,Accounts Payable Turnover,Days Sales Outstanding (DSO),Days Inventory Outstanding (DIO),Days Payable Outstanding (DPO),Cash Conversion Cycle (CCC),Financial Leverage,Leverage Ratio,Compound Leverage Factor,Long-Term Debt to Equity,Debt to Equity,Return on Invested Capital (ROIC),Net Nonoperating Expense Percent (NNEP),ROIC Less NNEP Spread (ROIC-NNEP),Return on Net Nonoperating Assets (RNNOA),Return on Equity (ROE),Cash Return on Invested Capital (CROIC),Operating Return on Assets (OROA),Return on Assets (ROA),Noncontrolling Interest Sharing Ratio,Return on Common Equity (ROCE),Dividend Payout Ratio,Augmented Payout Ratio,Operating Cash Flow to CapEx,Short-Term Debt to Total Capital,Long-Term Debt to Total Capital,Debt to Total Capital,Preferred Equity to Total Capital,Noncontrolling Interests to Total Capital,Common Equity to Total Capital,Debt to EBITDA,Net Debt to EBITDA,Long-Term Debt to EBITDA,Debt to NOPAT,Net Debt to NOPAT,Long-Term Debt to NOPAT,Altman Z-Score,EBIT to Interest Expense,NOPAT to Interest Expense,EBIT Less CapEx to Interest Expense,NOPAT Less CapEx to Interest Expense,Operating Cash Flow to Interest Expense,Operating Cash Flow Less CapEx to Interest Expense,Free Cash Flow to Firm to Interest Expense,Current Ratio,Quick Ratio,"Debt-free, Cash-free Net Working Capital to Revenue",Debt-free Net Working Capital to Revenue,Net Working Capital to Revenue,Normalized Net Operating Profit after Tax (NOPAT),Normalized NOPAT Margin,Pre Tax Income Margin,Adjusted Weighted Average Basic Shares Outstanding,Adjusted Basic Earnings per Share,Adjusted Weighted Average Diluted Shares Outstanding,Adjusted Diluted Earnings per Share,Adjusted Weighted Average Basic & Diluted Shares Outstanding,Adjusted Basic & Diluted Earnings per Share
0,AAPL,Apple Inc,2019-06-30,2019-06-30,2019-09-28,2019,Q4,0.018124,13259983257.9,0.207058,-7363000000.0,-22.7893,8107000000.0,5152983257.9,-426016742.1,-97851000000.0,16127000000.0,3179000000.0,19306000000.0,2777000000.0,-27216000000.0,73341000000.0,57101000000.0,108047000000.0,91807000000.0,-97851000000.0,198535000000.0,20.0231,20.0231,989484230031.9,891633230031.9,10.935,10.935,3.8032,17.9073,0.014095,0.055843,0.0,3.4271,11.3897,13.5636,16.5925,12.8494,19.5405,0.006832,-0.017904,-0.043593,-0.03108,-0.03108,0.019823,-0.493134,0.524047,0.190135,0.300593,0.353959,0.36216,0.362605,0.362605,0.711069,3.036725,-0.283647,0.379653,0.301468,0.243988,0.251827,0.21371,0.620347,0.071487,0.064179,0.135665,0.848639,1.0,0.151361,0.7389,11.2844,40.1345,6.6133,3.1683,32.3454,9.0944,115.2021,-73.7623,-1.1155,3.5633,3.5633,1.0146,1.194,0.0,0.003865,0.0,0.0,0.559172,0.0,0.186069,0.157906,0.0,0.559172,0.25552,1.466194,7.169607,0.081799,0.462422,0.544221,0.0,0.0,0.455779,1.3802,-1.2499,1.1727,2.0107,-1.8209,1.7084,3.7117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5401,1.3844,-0.104607,0.281892,0.219472,13259983257.9,0.207058,0.251827,73885344000.0,0.19,74382604000.0,0.19,17773060000.0,0.19
0,AAPL,Apple Inc,2019-09-29,2019-09-29,2019-12-28,2020,Q1,0.089064,21936580137.4,0.238911,-9238000000.0,-24.7271,3175000000.0,18761580137.4,-299419862.6,-98769000000.0,25918000000.0,2816000000.0,28734000000.0,2107000000.0,-30878000000.0,76284000000.0,61070000000.0,108292000000.0,93078000000.0,-98769000000.0,197823000000.0,20.1498,20.1498,1259447025738.9,1160678025738.9,14.0672,14.0672,4.705,21.8931,0.010752,0.045676,0.0,4.336,14.56,17.132,20.663,15.8526,21.9009,0.052489,0.084163,0.125108,0.113749,0.113749,0.14335,0.993301,0.25578,0.433776,0.488346,0.607118,0.654344,0.624726,0.624726,0.532697,2.640916,-0.254652,0.383548,0.312942,0.278472,0.282273,0.242172,0.616452,0.0566,0.048476,0.105076,0.857937,1.0,0.142063,0.7495,13.7108,36.5669,6.9866,3.7158,26.6213,9.9817,98.2284,-61.6254,-1.1044,3.4439,3.4439,1.0396,1.2095,0.0,0.002614,0.0,0.0,0.554683,0.0,0.211552,0.181498,0.0,0.554683,0.244928,1.614842,14.483151,0.076907,0.470512,0.547419,0.0,0.0,0.452581,1.3585,-1.239,1.1676,1.9279,-1.7583,1.657,4.4425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5978,1.44,-0.115353,0.284979,0.228143,21936580137.4,0.238911,0.282273,17660160000.0,1.26,17818416000.0,1.25,17501920000.0,0.0
0,AAPL,Apple Inc,2019-12-29,2019-12-29,2020-03-28,2020,Q2,0.005137,11007491206.7,0.188766,-4912000000.0,-45.2938,2009000000.0,8998491206.7,-241508793.3,-83337000000.0,13135000000.0,2786000000.0,15921000000.0,1853000000.0,-25971000000.0,68080000000.0,47659000000.0,109507000000.0,89086000000.0,-83337000000.0,187932000000.0,17.9237,17.9237,1067120592024.8,983783592024.8,13.6069,13.6069,3.9821,18.6511,0.012713,0.053616,0.0,3.6711,12.4838,14.6634,17.5877,13.0522,18.2429,-0.054179,-0.047705,-0.021049,-0.026987,-0.026987,0.193277,27.247556,0.290276,-0.364914,-0.445918,-0.493209,-0.498213,-0.494109,-0.494109,-0.563803,-0.520377,0.468283,0.383619,0.273027,0.220414,0.22525,0.192907,0.616381,0.084921,0.078284,0.163205,0.856414,1.0,0.143586,0.8091,17.3974,40.3636,7.1811,5.2766,20.9801,9.0428,69.1734,-39.1504,-1.0642,3.5944,3.5944,1.1359,1.3963,0.0,0.002463,0.0,0.0,0.62094,0.0,0.182255,0.156086,0.0,0.62094,0.245076,1.532832,7.183486,0.108662,0.474033,0.582695,0.0,0.0,0.417305,1.3896,-1.0575,1.1305,1.9577,-1.4899,1.5926,3.9412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.496,1.298,-0.096914,0.254048,0.177845,11007491206.7,0.188766,0.22525,17440404000.0,0.65,17618764000.0,0.64,17337340000.0,0.0
0,AAPL,Apple Inc,2020-03-29,2020-03-29,2020-06-27,2020,Q3,0.109201,11213596939.9,0.18788,-8612000000.0,-38.1735,-2876000000.0,14089596939.9,-39403060.1,-80894000000.0,13137000000.0,2752000000.0,15889000000.0,1565000000.0,-29603000000.0,63422000000.0,44747000000.0,112723000000.0,94048000000.0,-80894000000.0,185005000000.0,16.6766,16.6766,1510052700926.2,1429158700926.2,20.8911,20.8911,5.514,25.8464,0.009026,0.03869,0.0,5.2186,17.898,20.9195,24.8914,17.8627,23.7041,0.070399,0.10293,0.151941,0.12037,0.12037,0.398333,10.037456,-0.501395,0.023528,-0.00201,0.000152,0.018724,0.000356,0.000356,0.222372,0.565773,-0.753257,0.379995,0.266214,0.219335,0.220106,0.18854,0.620005,0.080942,0.079719,0.16066,0.856588,1.0,0.143412,0.8564,17.1,46.1686,7.4699,5.2538,21.345,7.9058,69.4737,-40.2229,-1.085,3.7904,3.7904,1.3011,1.5595,0.0,0.00043,0.0,0.0,0.692482,0.0,0.18849,0.161458,0.0,0.692482,0.240466,1.483363,10.396805,0.100943,0.508354,0.609297,0.0,0.0,0.390703,1.4117,-1.0131,1.1778,1.9633,-1.4089,1.638,4.9724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4694,1.3124,-0.108097,0.231588,0.163395,11213596939.9,0.18788,0.220106,17250292000.0,0.65,17419152000.0,0.65,17102536000.0,0.0
0,AAPL,Apple Inc,2020-06-28,2020-06-28,2020-09-26,2020,Q4,0.010275,12565839541.0,0.194223,-14055000000.0,-25.634,-6692000000.0,19257839541.0,-107160459.0,-79394000000.0,14901000000.0,2702000000.0,17603000000.0,1784000000.0,-38853000000.0,52090000000.0,38321000000.0,112436000000.0,98667000000.0,-79394000000.0,177775000000.0,15.2817,15.2817,1933295979316.6,1853901979316.6,29.5887,29.5887,7.0426,33.6747,0.0,0.029696,0.0,6.7534,23.7233,27.6326,32.6829,22.9802,29.234,-0.088211,-0.076022,-0.052349,-0.074017,-0.013514,0.033451,2.737221,-0.908869,0.083991,0.107873,0.134277,0.12059,0.126189,0.123077,0.264581,0.366813,-0.632025,0.381604,0.27208,0.228369,0.230316,0.195879,0.618396,0.076293,0.076942,0.153235,0.85048,1.0,0.14952,0.8288,14.0611,41.523,7.4049,3.8305,25.9581,8.7903,95.2889,-60.5405,-1.1374,4.2509,4.2509,1.5101,1.7208,0.0,0.001209,0.0,0.0,0.736856,0.0,0.190896,0.162354,0.0,0.736856,0.245267,1.505617,11.533632,0.077452,0.555011,0.632462,0.0,0.0,0.367538,1.4388,-1.016,1.2626,1.9822,-1.3997,1.7394,5.6925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3636,1.2182,-0.141533,0.189753,0.139595,12565839541.0,0.194223,0.230316,17352119000.0,0.73,17528214000.0,0.73,17001802000.0,0.73
0,AAPL,Apple Inc,2020-09-27,2020-09-27,2020-12-26,2021,Q1,0.213681,28716464754.8,0.257688,-17304000000.0,-22.1637,-8066000000.0,36782464754.8,-38535245.2,-83528000000.0,33579000000.0,2666000000.0,36245000000.0,3500000000.0,-42465000000.0,34361000000.0,21599000000.0,112043000000.0,99281000000.0,-83528000000.0,178267000000.0,3.8951,3.8951,2222417838692.0,2138889838692.0,33.5591,33.5591,7.5558,34.7633,0.006218,0.028766,0.0,7.2718,24.9701,28.6131,33.6816,24.0538,29.8856,0.261398,0.295586,0.309068,0.293173,0.344,0.270252,0.960521,-0.873133,0.722449,1.059024,1.253473,1.28528,1.268997,1.30137,0.883894,0.91,-0.231163,0.397778,0.325245,0.300918,0.301322,0.258034,0.602222,0.05053,0.04633,0.09686,0.856339,1.0,0.143661,0.8468,12.2375,39.7063,7.8474,3.3053,29.8263,9.1925,110.4286,-71.4098,-1.1704,4.46,4.46,1.4992,1.6919,0.0,0.000423,0.0,0.0,0.820905,0.0,0.255169,0.218511,0.0,0.820905,0.221414,1.416893,11.075143,0.071589,0.556923,0.628512,0.0,0.0,0.371488,1.308,-0.9751,1.159,1.7644,-1.3153,1.5634,5.9063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.163,1.0222,-0.144372,0.116821,0.073432,28716464754.8,0.257688,0.301322,16935119000.0,1.7,17113688000.0,1.68,16788096000.0,0.0
0,AAPL,Apple Inc,2020-12-27,2020-12-27,2021-03-27,2021,Q2,0.536261,23201452643.6,0.258991,-13550000000.0,-35.2514,-8638000000.0,31839452643.6,-428547356.4,-82728000000.0,28011000000.0,2797000000.0,30808000000.0,2269000000.0,-41751000000.0,28083000000.0,15080000000.0,121645000000.0,108642000000.0,-82728000000.0,190823000000.0,4.1207,4.1207,2022223567054.5,1939495567054.5,29.2322,29.2322,6.2145,26.4998,0.006865,0.037736,0.0,5.9602,19.2898,21.6394,25.6229,19.4746,22.9984,0.935054,1.132547,1.107788,1.100631,1.1875,0.801593,2.53831,-1.75855,-0.196116,-0.150007,-0.165818,-0.192051,-0.17823,-0.166667,-0.381343,-0.134385,0.216944,0.425065,0.343901,0.307008,0.312679,0.263775,0.574935,0.059319,0.058738,0.118057,0.843597,1.0,0.156403,0.9897,19.0157,45.7454,8.8301,5.3931,19.1947,7.979,67.6788,-40.5052,-1.1251,4.4549,4.4549,1.5705,1.7584,0.0,0.005161,0.0,0.0,1.034003,0.0,0.309471,0.261069,0.0,1.034003,0.186434,1.187614,10.568973,0.068142,0.569334,0.637476,0.0,0.0,0.362524,1.2099,-0.8228,1.0805,1.6071,-1.0929,1.4353,5.8841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1417,0.967,-0.128304,0.086301,0.046342,23201452643.6,0.258991,0.312679,16753476000.0,1.41,16929157000.0,1.4,16687631000.0,0.0
0,AAPL,Apple Inc,2021-03-28,2021-03-28,2021-06-26,2021,Q3,0.364396,21527175674.0,0.264351,-7573000000.0,-42.8984,1039000000.0,20488175674.0,-216824326.0,-71853000000.0,24369000000.0,2832000000.0,27201000000.0,2093000000.0,-38988000000.0,22708000000.0,6669000000.0,121791000000.0,105752000000.0,-71853000000.0,186071000000.0,3.852,3.852,2205159378358.6,2133306378358.6,34.3055,34.3055,6.3521,25.4045,0.006355,0.039363,0.0,6.1451,19.0717,21.1512,24.8034,20.4312,25.1067,0.711939,0.85499,0.919739,0.932285,1.0,0.296417,0.454135,0.120646,-0.090976,-0.11708,-0.13002,-0.072163,-0.079814,-0.071429,-0.120387,-0.356516,0.441107,0.432927,0.334025,0.296264,0.299248,0.267014,0.567073,0.066459,0.070204,0.136663,0.892281,1.0,0.107719,1.0728,19.6371,44.7366,9.3444,5.4085,18.5872,8.1589,67.4863,-40.7401,-1.1185,4.7391,4.7391,1.6452,1.8947,0.0,0.002839,0.0,0.0,1.271247,0.0,0.321039,0.286457,0.0,1.271247,0.165181,1.126103,10.078356,0.086198,0.568342,0.65454,0.0,0.0,0.34546,1.0888,-0.6424,0.9454,1.416,-0.8354,1.2296,6.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0619,0.8872,-0.112307,0.065412,0.01921,21527175674.0,0.264351,0.299248,16629371000.0,1.31,16781735000.0,1.3,16530166000.0,0.0
0,AAPL,Apple Inc,2021-06-27,2021-06-27,2021-09-25,2021,Q4,0.288448,21026586631.1,0.252238,-2707000000.0,-43.6484,11348000000.0,9678586631.099998,475586631.1,-65797000000.0,23248000000.0,2989000000.0,26237000000.0,3223000000.0,-37671000000.0,24968000000.0,9355000000.0,124719000000.0,109106000000.0,-65797000000.0,187809000000.0,3.8167,3.8167,2449671257188.8,2383874257188.8,38.8282,38.8282,6.6964,25.8732,0.005852,0.03865,0.0,6.5166,19.7847,21.829,25.2378,22.9135,28.6839,0.490485,0.560164,0.673313,0.621637,0.684932,-0.018274,-0.497421,0.8074,0.023651,-0.03544,-0.046001,-0.023254,-0.054866,-0.053846,-0.042382,-0.527601,0.642546,0.421953,0.314743,0.285341,0.278887,0.246533,0.578047,0.06737,0.069242,0.136612,0.88399,1.0,0.11601,1.0841,17.2563,40.0303,9.6007,4.3887,21.1517,9.1181,83.1683,-52.8985,-1.1305,5.255,5.255,1.7294,1.9768,0.0,-0.006551,0.0,0.0,1.474433,0.0,0.302335,0.267261,0.0,1.474433,0.152799,1.060815,6.267453,0.083132,0.580941,0.664074,0.0,0.0,0.335926,1.0351,-0.5461,0.9055,1.3204,-0.6966,1.1551,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0746,0.9097,-0.102978,0.068253,0.025573,21026586631.1,0.252238,0.278887,16701272000.0,1.23,16864919000.0,1.23,16406397000.0,1.23
0,AAPL,Apple Inc,2021-09-26,2021-09-26,2021-12-25,2022,Q1,0.112223,34837405494.5,0.281071,-7866000000.0,-30.0614,9438000000.0,25399405494.5,207405494.5,-79798000000.0,41241000000.0,2697000000.0,43938000000.0,2803000000.0,-42164000000.0,21749000000.0,5580000000.0,122798000000.0,106629000000.0,-79798000000.0,194730000000.0,4.3844,4.3844,2883171317752.1,2803373317752.1,40.0819,40.0819,7.6209,28.6726,0.004956,0.034877,0.0,7.41,21.8699,23.9873,27.8709,24.9764,30.7569,0.21225,0.228178,0.213151,0.204312,0.25,0.211619,-0.30947,0.545423,0.486864,0.674658,0.773959,0.656826,0.685076,0.707317,1.32505,1.624289,-1.9058,0.437638,0.354496,0.334729,0.332736,0.279398,0.562362,0.052031,0.050877,0.102909,0.839698,1.0,0.160302,1.0291,13.2018,39.7404,9.8039,3.1195,27.6478,9.1846,117.0048,-80.1724,-1.1822,5.3218,5.3218,1.4824,1.7071,0.0,-0.00254,0.0,0.0,1.455673,0.0,0.342421,0.287531,0.0,1.455673,0.145055,0.957287,16.755619,0.083033,0.547574,0.630606,0.0,0.0,0.369394,0.958,-0.6225,0.8318,1.2208,-0.7933,1.0601,7.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0378,0.8753,-0.11145,0.057488,0.014749,34837405494.5,0.281071,0.332736,16391724000.0,2.11,16519291000.0,2.1,16319441000.0,0.0
0,AAPL,Apple Inc,2021-12-26,2021-12-26,2022-03-26,2022,Q2,0.085886,24877228507.9,0.255733,-5350000000.0,-40.8484,8200000000.0,16677228507.900002,-132771492.1,-72749000000.0,30139000000.0,2737000000.0,32876000000.0,2514000000.0,-44181000000.0,7330000000.0,-9328000000.0,119981000000.0,103323000000.0,-72749000000.0,187380000000.0,4.13,4.13,2841209310009.1,2768460310009.1,42.1551,42.1551,7.3603,27.8728,0.005081,0.035877,0.0,7.1719,21.2546,23.265,27.0722,23.7787,29.4322,0.067125,0.07597,0.072227,0.0584,0.085714,0.174513,-0.476209,0.605166,-0.215152,-0.251764,-0.269198,-0.285905,-0.277794,-0.27619,-0.40029,-0.343401,0.319858,0.437499,0.337959,0.308179,0.309823,0.257098,0.562501,0.063663,0.065657,0.12932,0.829822,1.0,0.170178,1.1224,19.6356,40.975,10.0109,4.7148,18.5887,8.9079,77.4165,-49.92,-1.1384,5.0361,5.0361,1.533,1.7802,0.0,0.001708,0.0,0.0,1.492711,0.0,0.347757,0.288576,0.0,1.492711,0.144543,0.985834,11.20366,0.0889,0.551409,0.640308,0.0,0.0,0.359692,0.9211,-0.5585,0.7933,1.1733,-0.7114,1.0104,7.4215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9268,0.76,-0.114454,0.018989,-0.024165,24877228507.9,0.255733,0.309823,16278802000.0,1.54,16403316000.0,1.52,16185181000.0,0.0
0,AAPL,Apple Inc,2022-03-27,2022-03-27,2022-06-25,2022,Q3,0.018727,19450428856.3,0.234458,-1510000000.0,-85.3335,6063000000.0,13387428856.3,8428856.3,-59617000000.0,23066000000.0,2805000000.0,25871000000.0,2102000000.0,-40821000000.0,7410000000.0,-17581000000.0,119691000000.0,94700000000.0,-59617000000.0,177798000000.0,3.5901,3.5901,2287142378505.4,2227525378505.4,39.3609,39.3609,5.9017,22.9557,0.006328,0.043562,0.0,5.7478,17.2781,18.9264,22.2373,18.8416,23.67,-0.048895,-0.05347,-0.096471,-0.105868,-0.076923,0.085238,-0.346578,0.800607,-0.147197,-0.213073,-0.234679,-0.218143,-0.222631,-0.210526,-0.187247,-0.197263,0.717757,0.432563,0.311853,0.278162,0.278041,0.234357,0.567437,0.07247,0.081932,0.154402,0.842886,1.0,0.157114,1.1635,19.7333,41.4063,9.8174,4.9504,18.4967,8.8151,73.7307,-46.419,-1.0742,5.443,5.443,1.6298,2.0598,0.0,-0.000128,0.0,0.0,1.628163,0.0,0.323509,0.272681,0.0,1.628163,0.148324,0.998665,10.89058,0.140558,0.532627,0.673185,0.0,0.0,0.326815,0.9284,-0.4624,0.7346,1.1949,-0.5952,0.9454,6.2707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8646,0.6966,-0.105333,0.019121,-0.045365,19450428856.3,0.234458,0.278041,16162945000.0,1.2,16262203000.0,1.2,16070752000.0,0.0
0,AAPL,Apple Inc,2022-06-26,2022-06-26,2022-09-24,2022,Q4,0.081406,20920167660.3,0.23207,1632000000.0,-733.6335,4339000000.0,16581167660.3,199167660.3,-49040000000.0,24657000000.0,2865000000.0,27522000000.0,3289000000.0,-45771000000.0,2533000000.0,-18577000000.0,120069000000.0,98959000000.0,-49040000000.0,170741000000.0,3.1531,3.1531,2441624416901.8,2392584416901.8,48.1849,48.1849,6.1919,24.4644,0.006018,0.040876,1466.0444,6.0675,18.3752,20.0884,23.906,19.5871,24.9894,0.048977,0.060607,-0.005061,0.008272,0.04065,0.194406,0.713181,1.602881,0.086633,0.063817,0.068976,0.075563,0.065785,0.066667,0.053949,0.238563,2.080795,0.422592,0.305305,0.276152,0.273523,0.22986,0.577408,0.07144,0.075001,0.14644,0.84037,1.0,0.15963,1.1206,14.4808,38.7899,9.67,3.7609,25.2057,9.4097,97.0504,-62.435,-1.0094,6.1862,6.1862,1.9529,2.3695,0.0,-0.003469,0.0,0.0,1.754593,58.666591,0.30652,0.25759,0.0,1.754593,0.148703,1.044488,7.335664,0.123638,0.579585,0.703223,0.0,0.0,0.296777,0.9221,-0.3766,0.76,1.1997,-0.49,0.9888,6.1227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8794,0.7094,-0.116073,0.006424,-0.047111,20920167660.3,0.23207,0.273523,16215963000.0,1.28,16325819000.0,1.28,15908118000.0,1.28
